camp_code,majr_code_1,completed,grantpct,transfer,gpa_final,gpa_first_term,gpa_first_year,cityapp,statapp,natnapp,hscity,hsstate,hsnatn,hsgpa,minor,maj2,ethnicity,act_composite,sat_total
"1","BIO","matched (3)",18,0,3.722892,3.928571,3.904762,"Evanston","IL","","Chicago","IL","","90.69",0,0,"8. White",,1410
"1","ACC","master only (1)",0,0,3.126437,3.229167,3.126437,"Los Angeles","CA","","Los Angeles","CA","","85.74",0,0,"8. White",,1060
"1","BUS","matched (3)",0,"master only (1)",2.751055,3.452381,3.452381,"Glenview","IL","","","","","",0,0,"8. White",,910
"1","UND","matched (3)",31,0,2.558642,3.083333,3.083333,"Dollard Des Ormeaux","QC","CANADA","Montreal","QC","CANADA","80.13",0,0,"1. Non Resident Alien",,1000
"2","UND","matched (3)",9,0,3.722892,3.833333,3.833333,"Teaneck","NJ","","Teaneck","NJ","","87.00",0,0,"8. White",,
"1","UND","matched (3)",0,"master only (1)",3.654619,3.607843,3.607843,"Aventura","FL","","N. Miami Beach","FL","","90.69",0,0,"8. White",,1360
"2","SHA","matched (3)",14,"master only (1)",3.502058,3.533333,3.533333,"","","","Holliswood","NY","","71.00",0,0,"8. White",,1200
"1","ACC","matched (3)",30,"master only (1)",3.940741,4,4,"Los Angeles","CA","","Los Angeles","CA","","94.60",0,1,"8. White",,1320
"2","UND","matched (3)",17,0,3.636964,3.520833,3.585859,"Hollywood","FL","","Miami Beach","FL","","89.33",0,0,"8. White",,1240
"1","BUS","master only (1)",70,0,1.233333,1.066667,1.233333,"Highland Park","NJ","","","","","",0,0,"8. White",,870
"1","UND","matched (3)",18,0,2.669136,2.611111,2.623188,"Brooklyn","NY","","Brooklyn","NY","","93.2",0,0,"8. White",,1340
"1","BUS","matched (3)",32,0,2.565476,2.538461,2.538461,"Monsey","NY","","Pittsburgh","PA","","83.9",0,0,"8. White",,1070
"1","COM","master only (1)",47,0,1.788288,1.769231,2.133333,"West Hempstead","NY","","Lawrence","NY","","78",0,0,"8. White",,1150
"2","PSY","matched (3)",0,0,3.596491,3.541667,3.647619,"Plainview","NY","","Uniondale","NY","","91.83",0,0,"8. White",,1220
"2","HIS","matched (3)",0,0,3.212121,3.4375,3.53125,"Oceanside","NY","","Hewlett Bay Park","NY","","83.41",0,0,"8. White",,1040
"1","BUS","matched (3)",38,0,3.336,3.333333,3.333333,"Casablanca","","MOROCCO","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,920
"1","BUS","master only (1)",65,0,3.052083,3.288889,3.052083,"Pittsburgh","PA","","Pittsburgh","PA","","84.03",0,0,"8. White",,1030
"1","BUS","matched (3)",0,"master only (1)",2.833333,3.74359,3.74359,"Woodmere","NY","","Hewlett","NY","","80.47",0,0,"8. White",,1130
"1","BUS","matched (3)",59,0,3.84375,3.820513,3.777778,"Cincinatti","OH","","Skokie","IL","","100.00",0,0,"8. White",,1230
"2","SPAU","matched (3)",22,0,2.424908,2.866667,2.866667,"Linden","NJ","","Elizabeth","NJ","","80.50",0,0,"8. White",,1060
"1","UND","matched (3)",51,0,3.088435,3.229167,3.145833,"Wesley Hills","NY","","","","","85",0,0,"8. White",,1030
"1","BIO","matched (3)",85,0,3.726667,3.854167,3.885057,"Memphis","TN","","Memphis","TN","","94.5",0,0,"8. White",,1350
"2","EDU","master only (1)",67,0,1.993197,2.2,2.541667,"Atlantis","FL","","N. Miami Beach","FL","","88.90",0,0,"8. White",24,
"2","ACC","matched (3)",36,0,3.737705,4,4,"New Hyde Park","NY","","Foreign City","","Unknown Nation","",0,0,"8. White",,
"2","ENG","matched (3)",32,0,3.871528,3.722222,3.722222,"","","","Owing Mills","MD","","97.01",0,0,"8. White",,1470
"1","UND","master only (1)",15,0,1.568306,2.75,2.75,"Chicago","IL","","","","","",0,0,"8. White",,1350
"1","BUS","matched (3)",0,0,3.638554,3.714286,3.704762,"Teaneck","NJ","","New York","NY","","86.61",0,0,"8. White",,1340
"1","UND","master only (1)",71,0,3.195652,3.461539,3.166667,"","","","New York","NY","","86.21",0,0,"8. White",,1130
"2","JST","master only (1)",0,0,3.894737,3.894737,3.894737,"Sharon","MA","","Brookline","MA","","95.00",0,0,"8. White",,1530
"1","BUS","matched (3)",65,0,3.336806,3.4,3.488889,"Houston","TX","","Houston","TX","","85",0,0,"8. White",,
"2","JST","matched (3)",9,0,3.948052,3.916667,3.916667,"Great Neck","NY","","Holliswood","NY","","97.76",0,0,"8. White",,1330
"2","UND","master only (1)",29,0,.8571429,.8571429,.8571429,"Pittsburgh","PA","","Pittsburgh","PA","","71.76",0,0,"8. White",,1180
"2","BUS","matched (3)",89,0,3.643098,3.479167,3.6,"Englewood","NJ","","Holliswood","NY","","83.70",0,0,"8. White",,1240
"1","BUS","master only (1)",29,0,3.67979,3.488889,3.71875,"Great Neck","NY","","Uniondale","NY","","86.52",0,0,"8. White",,1210
"1","COM","matched (3)",47,"master only (1)",3.842105,4,4,"Silver Spring","MD","","","","","",0,0,"1. Non Resident Alien",,
"1","UND","master only (1)",0,0,3.051852,2.820513,3.155555,"Franklin Lakes","NJ","","Paramus","NJ","","",0,0,"8. White",,
"2","UND","matched (3)",0,0,3.784722,3.733333,3.733333,"Brooklyn","NY","","Brooklyn","NY","","82.00",0,0,"8. White",,
"2","SCW","matched (3)",80,0,3.545977,3.933333,3.666667,"Teaneck","NJ","","Elizabeth","NJ","","87.00",0,0,"8. White",,1140
"1","UND","matched (3)",0,0,3.555556,3.657143,3.638095,"Teaneck","NJ","","Teaneck","NJ","","82.75",0,0,"8. White",,1230
"2","UND","matched (3)",0,0,3.69697,3.794872,3.69697,"","","","Elizabeth","NJ","","95.51",0,0,"8. White",,1290
"2","PSY","matched (3)",0,0,3.861953,3.929825,3.854167,"Monsey","NY","","Elizabeth","NJ","","84.51",0,0,"8. White",,1060
"2","UND","matched (3)",32,0,3.263566,3.666667,3.666667,"Baltimore","MD","","Owing Mills","MD","","83.70",0,0,"8. White",,1130
"2","UND","master only (1)",0,0,2.625,2.625,2.625,"Woodmere","NY","","Hewlett Bay Park","NY","","88.70",0,0,"8. White",,1080
"2","SPAU","matched (3)",0,"master only (1)",2.945833,3.555556,3.555556,"Teaneck","NJ","","Elizabeth","NJ","","82.51",0,0,"8. White",,980
"1","ECO","matched (3)",45,0,3.554167,3.866667,3.866667,"No. Hollywood","CA","","Valley Village","CA","","",0,0,"8. White",,1310
"2","BIO","matched (3)",30,0,3.82807,3.791667,3.847619,"New York","NY","","New York","NY","","87.82",0,1,"8. White",,1400
"2","PSY","matched (3)",38,0,3.868056,4,4,"Brooklyn","NY","","Brooklyn","NY","","93.00",1,0,"8. White",,1140
"1","BIO","matched (3)",60,0,3.822917,3.958333,3.947917,"Philadelphia","PA","","Silver Spring","MD","","95.0",0,0,"8. White",,1250
"1","BUS","matched (3)",30,"master only (1)",3.945736,3.928571,3.967742,"West Orange","NJ","","Paramus","NJ","","88",0,0,"8. White",,1490
"1","BUS","matched (3)",0,0,3.933333,3.933333,3.858974,"Teaneck","NJ","","New York","NY","","86.64",0,0,"8. White",,1350
"1","BUS","matched (3)",0,0,3.897119,3.880952,3.880952,"Miami Beach","FL","","Miami Beach","FL","","A-",0,0,"8. White",,1260
"1","BUS","matched (3)",0,"master only (1)",2.873016,3.410256,3.3,"New Hempstead","NY","","Teaneck","NJ","","67.34",0,0,"8. White",,1210
"2","BIO","matched (3)",0,0,3.62807,3.77193,3.807018,"Flushing","NY","","Hewlett Bay Park","NY","","93.61",0,0,"8. White",,1160
"1","BUS","matched (3)",79,0,3.691756,3.75,3.591398,"Forest Hills","NY","","Lawrence","NY","","90.5",0,0,"8. White",,1080
"1","UND","master only (1)",4,0,2.7,2.7,2.7,"Los Angeles","CA","","Valley Village","CA","","86.84",0,0,"8. White",,1190
"1","MED","matched (3)",96,"master only (1)",2.858696,3.044444,2.988095,"Montreal","QC","CANADA","","","","75.91",0,0,"1. Non Resident Alien",,840
"1","BUS","matched (3)",58,0,3.619048,3.74359,3.788889,"Kew Gardens","NY","","Forest Hills","NY","","92.56",0,0,"8. White",,1140
"2","ENG","matched (3)",0,0,3.63782,3.444444,3.444444,"Rochester","NY","","Rochester","NY","","91.40",0,0,"8. White",,1290
"2","ENG","master only (1)",41,"master only (1)",3.751938,4,4,"Nice","","FRANCE","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,
"1","BUS","matched (3)",0,0,3.623853,3.833333,3.833333,"Dayton","OH","","Pittsburgh","PA","","88.67",0,0,"8. White",,1160
"1","UND","master only (1)",86,0,3.712644,3.955556,3.712644,"Woodmere","NY","","Cedarhurst","NY","","",0,0,"8. White",,1590
"1","UND","master only (1)",46,0,3.804598,3.666667,3.804598,"Dallas","TX","","Dallas","TX","","86.26",0,0,"8. White",,1080
"2","PSY","matched (3)",77,0,3.3125,2.944444,2.888889,"Flushing","NY","","Hewlett Bay Park","NY","","91.00",0,1,"8. White",,1340
"1","BIO","matched (3)",27,0,3.632399,3.843137,3.843137,"Brooklyn","NY","","Brooklyn","NY","","A-",0,0,"8. White",,1440
"2","EDU","matched (3)",30,0,4,4,4,"Oceanside","NY","","Cedarhurst","NY","","97.90",0,0,"8. White",,1400
"1","BUS","matched (3)",50,0,3.214559,3.333333,3.5,"Flushing","NY","","Cedarhurst","NY","","84.66",0,0,"8. White",,1180
"2","BUS","matched (3)",0,0,3.525926,3.444444,3.545455,"Fair Lawn","NJ","","Elizabeth","NJ","","89.09",0,0,"8. White",,1140
"2","PSY","matched (3)",57,0,3.823755,3.947368,3.931035,"","","","Los Angeles","CA","","88.64",1,0,"8. White",,1260
"2","BUS","matched (3)",0,0,3.726592,3.666667,3.727273,"West Orange","NJ","","Paramus","NJ","","86.50",0,0,"8. White",,1250
"1","BUS","matched (3)",36,0,3.453815,3.5,3.5,"Brooklyn","NY","","Brooklyn","NY","","73.3",0,0,"8. White",,1050
"1","PRE","matched (3)",77,0,3.920635,3.9375,3.9375,"Spring Valley","NY","","Suffern","NY","","97.35",0,0,"8. White",,1590
"2","PSY","matched (3)",0,0,3.717949,4,3.966667,"Southfield","MI","","Southfield","MI","","88.60",1,0,"8. White",,1000
"2","BUS","master only (1)",17,0,3.713178,3.666667,3.713178,"Jerusalem","","ISRAEL","Valley Village","CA","","92.86",0,0,"8. White",,1310
"1","UND","matched (3)",0,0,3.175926,3.48718,3.202381,"Dallas","TX","","Dallas","TX","","",0,0,"8. White",,
"1","UND","matched (3)",0,0,3.913194,3.764706,3.854167,"Scarsdale","NY","","New York","NY","","84.31",0,0,"8. White",,1320
"1","UND","matched (3)",0,0,3.666667,3.843137,3.77451,"Rochester","NY","","Rochester","NY","","95.73",0,0,"8. White",,1210
"2","COM","master only (1)",30,0,3.340425,3.589744,3.589744,"Marrakech","","MOROCCO","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,1040
"1","BUS","matched (3)",83,0,3.854167,3.9375,3.90625,"Great Neck","NY","","Cedarhurst","NY","","93.6",0,0,"8. White",,1420
"1","BIO","matched (3)",28,0,3.897959,4,4,"Great Neck","NY","","Cedarhurst","NY","","94",0,0,"1. Non Resident Alien",,1350
"1","COM","master only (1)",70,"master only (1)",2.268041,2.955556,2.833333,"New York","NY","","","","","",0,0,"1. Non Resident Alien",,
"2","BUS","matched (3)",41,0,3.439682,3.555556,3.533333,"Teaneck","NJ","","Elizabeth","NJ","","81.84",1,0,"8. White",,1150
"2","SOC","matched (3)",0,0,3.750877,3.375,3.655172,"Miami","FL","","Miami Beach","FL","","92.67",0,0,"8. White",,1070
"2","BUS","matched (3)",0,0,3.261905,3.466667,3.5,"Silver Spring","MD","","Silver Spring","MD","","90.00",0,0,"8. White",,1270
"1","UND","matched (3)",18,0,3.937908,3.952381,3.977011,"Staten Island","NY","","","","","",0,0,"8. White",,1340
"2","BUS","master only (1)",40,"master only (1)",3.503333,3.666667,3.666667,"Highland Park","NJ","","Elizabeth","NJ","","83.76",0,0,"8. White",,1040
"1","BUS","matched (3)",59,0,3.454927,3.561905,3.313433,"Brooklyn","NY","","Brooklyn","NY","","86.12",0,0,"8. White",,1190
"1","MAT","master only (1)",64,0,3.585586,4,3.585586,"Far Rockaway","NY","","Uniondale","NY","","A+",0,0,"8. White",,1300
"2","PSY","matched (3)",0,"master only (1)",3.153257,3.133333,3.133333,"Lawrence","NY","","Cedarhurst","NY","","82.45",0,0,"8. White",,1200
"2","EDU","matched (3)",0,0,2.853658,3.361111,3.123457,"Skokie","IL","","Chicago","IL","","85.56",0,0,"8. White",24,
"2","SHA","master only (1)",30,0,3.555556,3.490196,3.555556,"Great Neck","NY","","Great Neck","NY","","91.13",0,0,"8. White",,1250
"1","HIS","matched (3)",32,0,3.40824,4,4,"Oceanside","NY","","New York","NY","","85.97",0,0,"8. White",,1220
"2","UND","master only (1)",0,0,3.7,3.666667,3.7,"Long Branch","NJ","","Ocean","NJ","","92.00",0,0,"8. White",,1270
"1","UND","matched (3)",18,0,3.125448,3.895833,3.677083,"Los Angeles","CA","","Los Angeles","CA","","88",0,0,"8. White",,1430
"1","BUS","matched (3)",0,0,3.903101,3.846154,3.846154,"Flushing","NY","","New York","NY","","86.0",0,0,"8. White",,1100
"2","UND","matched (3)",42,0,3.110193,3.307692,3.045977,"Oak Park","MI","","Southfield","MI","","83.7",0,0,"8. White",25,
"2","EDU","master only (1)",0,0,3.909091,4,3.909091,"Oceanside","NY","","Cedarhurst","NY","","95.26",0,0,"8. White",,1320
"2","ACC","matched (3)",101,"master only (1)",3.767025,3.833333,3.633333,"Elizabeth","NJ","","Elizabeth","NJ","","93.26",0,0,"8. White",,1280
"2","UND","matched (3)",0,0,3.522727,3.6875,3.758621,"Teaneck","NJ","","Paramus","NJ","","89.26",0,0,"8. White",,1300
"1","BUS","matched (3)",81,0,3.271062,3.25641,3.369048,"Cote St. Luc","QC","CANADA","Cote St. Luc","QC","CANADA","87.27",0,0,"1. Non Resident Alien",,1090
"2","BIO","matched (3)",83,0,3.753086,3.666667,3.652174,"Charleston","SC","","","","","",0,0,"8. White",,1390
"1","BUS","master only (1)",0,0,3.442105,3.313725,3.441176,"West Orange","NJ","","Elizabeth","NJ","","89.97",0,0,"8. White",,1280
"1","UND","master only (1)",16,0,4,4,4,"Brooklyn","NY","","","","","",0,0,"8. White",,
"1","UND","matched (3)",16,0,2.771318,3.047619,2.827957,"North Bellmore","NY","","Uniondale","NY","","78.72",0,0,"8. White",,1090
"2","UND","master only (1)",34,0,3.325,3.348485,3.325,"Monsey","NY","","Elizabeth","NJ","","81.00",0,0,"8. White",,1300
"1","COM","matched (3)",76,0,3.725641,3.871795,3.746667,"Brooklyn","NY","","Brooklyn","NY","","90.24",0,0,"8. White",,1320
"2","PSY","matched (3)",83,0,3.821705,3.929825,3.929825,"Forest Hills","NY","","Cedarhurst","NY","","91.76",1,0,"1. Non Resident Alien",,1190
"1","BUS","master only (1)",6,"master only (1)",2.143939,2.128205,2.128205,"Flushing","NY","","","","","",0,0,"8. White",,
"1","UND","master only (1)",17,0,3.636364,3.75,3.636364,"Bala Cynwyd","PA","","Bryn Mawr","PA","","90.8",0,0,"8. White",,1300
"1","HIS","matched (3)",59,0,4,4,4,"Englewood","NJ","","New York","NY","","98.2",0,0,"8. White",,1560
"2","UND","master only (1)",0,0,1.269231,2.538461,1.269231,"Rancho Mirage","CA","","Los Angeles","CA","","88.48",0,0,"8. White",,1280
"1","BUS","matched (3)",0,0,3.333333,3.358974,3.493827,"Staten Island","NY","","Lawrence","NY","","87.7",0,0,"8. White",,1150
"2","ENG","master only (1)",118,0,2.071429,3,2.071429,"Brooklyn","NY","","Brooklyn","NY","","86.98",0,0,"8. White",,1160
"2","PRH","master only (1)",0,0,3.857143,4,3.857143,"Woodmere","NY","","Cedarhurst","NY","","88.19",0,0,"8. White",,1260
"1","UND","matched (3)",31,0,2.741667,3.254902,3.254902,"Brooklyn","NY","","New York","NY","","76.1",0,0,"8. White",,1130
"1","BUS","matched (3)",0,0,3.614458,3.6875,3.6875,"Chicago","IL","","Skokie","IL","","85.00",0,0,"8. White",,1060
"1","POL","matched (3)",36,0,3.781145,3.948718,3.91954,"","","","Teaneck","NJ","","93.45",0,0,"8. White",,1380
"2","PSY","matched (3)",41,"master only (1)",3.775322,3.87037,3.866667,"","","","Los Angeles","CA","","94.62",0,0,"8. White",,1400
"1","UND","matched (3)",0,0,3.462963,3.791667,3.62069,"Skokie","IL","","Chicago","IL","","86.83",0,0,"8. White",21,
"1","COM","master only (1)",24,0,2.941176,2.941176,2.941176,"Teaneck","NJ","","Teaneck","NJ","","81",0,0,"8. White",,970
"1","BUS","matched (3)",77,0,2.835165,2.688889,2.777778,"Flushing","NY","","Cedarhurst","NY","","79.24",0,0,"8. White",,1050
"1","UND","matched (3)",21,0,3.833333,3.828571,3.828571,"Flushing","NY","","New York","NY","","92.6",0,0,"8. White",,1470
"1","UND","matched (3)",75,"master only (1)",3.522634,3.520833,3.520833,"Antwerp","","BELGIUM","Foreign City","","Unknown Nation","",0,0,"8. White",,1340
"1","EDU","master only (1)",47,0,3.4,3.6875,3.4,"Teaneck","NJ","","","","","92.69",0,0,"8. White",,1140
"2","BUS","matched (3)",0,0,2.901099,3.222222,3.416667,"Newton","MA","","Brookline","MA","","89.45",0,0,"8. White",,1130
"1","BUS","matched (3)",95,"master only (1)",2.979798,2.844445,3.064516,"West Bloomfield","MI","","","","","80.01",0,0,"8. White",19,
"2","BIO","matched (3)",83,0,3.175183,3.51282,3.466667,"Casablanca","","MOROCCO","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,
"1","BIO","matched (3)",18,"master only (1)",3.382576,4,3.433333,"Kew Gardens","NY","","","","","",0,0,"8. White",,1430
"2","BUS","matched (3)",95,0,3.178707,3.571429,3.471698,"Casablanca","","MOROCCO","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,910
"1","LAW","matched (3)",54,0,2.185185,2.62963,2.449275,"Monsey","NY","","Suffern","NY","","",0,0,"8. White",,880
"1","ACC","master only (1)",0,0,3.441176,3.588235,3.588235,"Teaneck","NJ","","Teaneck","NJ","","85.85",0,0,"8. White",,1220
"2","BIO","master only (1)",0,0,2.559242,3.333333,2.433333,"Skokie","IL","","Chicago","IL","","84.13",0,0,"8. White",24,
"1","UND","master only (1)",0,0,1.75641,2.076923,1.75641,"Los Angeles","CA","","","","","80.82",0,0,"8. White",,1010
"1","COM","matched (3)",68,0,3.05914,3.589744,3.277778,"Oakland","CA","","San Francisco","CA","","84",0,0,"8. White",,1170
"1","BUS","matched (3)",92,0,3.14966,3.229167,3.383838,"New York","NY","","New York","NY","","85.0",0,0,"8. White",,1560
"1","UND","master only (1)",65,"master only (1)",3.307692,3.066667,3.142857,"Los Angeles","CA","","","","","",0,0,"8. White",,
"2","SHA","matched (3)",0,0,2.944984,2.8,3.033333,"Skokie","IL","","Chicago","IL","","88.38",0,0,"8. White",19,
"2","EDU","matched (3)",100,0,2.725,2.105263,2.1875,"Thornhill","ON","CANADA",".","","CANADA","",0,0,"1. Non Resident Alien",,890
"1","BUS","matched (3)",0,0,3.70915,3.745098,3.852941,"Brooklyn","NY","","Lawrence","NY","","88.22",0,0,"8. White",,1230
"1","COM","matched (3)",18,0,3.878136,3.823529,3.835749,"Teaneck","NJ","","Teaneck","NJ","","93.0",0,1,"8. White",,1310
"1","BUS","matched (3)",41,0,2.738832,3.214286,2.954023,"Baltimore","MD","","Rockville","MD","","86.4",0,0,"8. White",,1040
"1","BUS","matched (3)",0,"master only (1)",3.389134,3.333333,3.333333,"Owings Mills","MD","","Baltimore","MD","","93.95",0,0,"8. White",,1230
"1","UND","matched (3)",0,0,2.772247,2.128205,2.083333,"Monsey","NY","","Teaneck","NJ","","82.4",0,0,"8. White",,1080
"1","BUS","matched (3)",27,0,3.825397,3.8125,3.8125,"Brooklyn","NY","","New York","NY","","88.7",0,0,"8. White",,1230
"2","BIO","matched (3)",0,0,3.615079,3.578947,3.601626,"Flushing","NY","","Kew Gardens Hills","NY","","91.86",0,0,"8. White",,1220
"1","BIO","matched (3)",0,0,3.212121,3.444444,3.537037,"Woodmere","NY","","Cedarhurst","NY","","86.56",0,0,"8. White",,1150
"2","PSY","matched (3)",0,0,3.7,3.854167,3.802083,"Miami","FL","","Miami Beach","FL","","88.96",0,0,"8. White",,990
"2","UND","matched (3)",0,0,3.330484,3.666667,3.541667,"Beverly Hills","CA","","Los Angeles","CA","","98.00",0,0,"2. Unknown",,1280
"1","UND","master only (1)",58,"master only (1)",2.343042,2.666667,2.678788,"Stamford","CT","","Mamaroneck","NY","","75.5",0,0,"8. White",,1090
"1","UND","matched (3)",0,0,3.305882,3.254902,3.254902,"Woodmere","NY","","Cedarhurst","NY","","83.64",0,0,"8. White",,1280
"2","UND","master only (1)",118,0,3.444444,3.5,3.444444,"Wegrow","","POLAND","Rockville","MD","","91.20",0,0,"1. Non Resident Alien",,780
"2","UND","matched (3)",71,0,3.376238,2.846154,3.25,"Far Rockaway","NY","","Holliswood","NY","","79.60",0,0,"8. White",,1190
"2","BIO","master only (1)",0,0,3.629032,3.916667,3.809524,"Baltimore","MD","","Rockville","MD","","92.30",0,0,"8. White",,990
"2","PSY","matched (3)",65,0,2.403646,1,2.333333,"Jerusalem","","ISRAEL","Foreign City","","Unknown Nation","",0,0,"1. Non Resident Alien",,820
"1","UND","matched (3)",53,0,3.31746,3.117647,3.393939,"Spring Valley","NY","","New York","NY","","86.80",0,0,"8. White",,1430
"2","EDU","master only (1)",0,0,3.234973,2.6875,3.041667,"Chicago","IL","","Chicago","IL","","86.20",1,0,"8. White",20,
"2","POL","master only (1)",64,0,3.153846,3.266667,3.153846,"Atlanta","GA","","Atlanta","GA","","85.10",0,0,"8. White",,1040
"2","UND","matched (3)",67,0,3.865633,3.791667,3.895833,"Monsey","NY","","","","","89.21",0,0,"8. White",,1170
"1","UND","matched (3)",0,0,3.611765,3.729167,3.729167,"Chicago","IL","","Skokie","IL","","91.28",0,0,"8. White",,
"1","BUS","matched (3)",59,0,3.057239,3.393939,3.25,"Brooklyn","NY","","Brooklyn","NY","","92",0,0,"8. White",,1150
"2","PSY","master only (1)",71,0,2.518518,2.8,2.518518,"Scranton","PA","","Rochester","NY","","81.08",0,0,"8. White",,1170
"2","ART","matched (3)",32,0,3.433836,2.979167,3.302083,"Jamaica","NY","","Brooklyn","NY","","83.20",0,0,"8. White",,1210
"1","UND","matched (3)",16,0,3.888889,3.777778,3.804598,"","","","Brooklyn","NY","","A",0,0,"8. White",,1290
"2","UND","matched (3)",73,"master only (1)",3.176744,3.192982,3.280702,"Overland Park","KS","","Foreign City","","Unknown Nation","86",0,0,"8. White",,
"2","ENG","matched (3)",70,0,3.40113,3.5625,3.264368,"Toronto","ON","CANADA","Downsview","ON","CANADA","75.18",0,0,"1. Non Resident Alien",,970
"1","BUS","master only (1)",24,0,2.119048,2.119048,2.119048,"Flushing","NY","","Douglaston","NY","","73.9",0,0,"8. White",,1200
"1","BUS","matched (3)",27,0,2.584158,3.039216,3.039216,"West Orange","NJ","","Teaneck","NJ","","83.0",0,0,"8. White",,1190
"2","BUS","matched (3)",0,0,3.655914,3.611111,3.666667,"West Long Branch","NJ","","Ocean","NJ","","94.61",0,0,"8. White",,1220
"2","UND","matched (3)",0,"master only (1)",3.729167,3.824561,3.702703,"Englewood","NJ","","New York","NY","","95.26",0,0,"8. White",,1290
"1","PSY","master only (1)",21,"master only (1)",2.08658,2.48718,2.770115,"Beachwood","OH","","Beachwood","OH","","",0,0,"2. Unknown",24,1050
"1","UND","master only (1)",0,0,2.767296,2.711111,2.702381,"Fair Lawn","NJ","","Paramus","NJ","","78.0",0,0,"8. White",,1130
"2","PSY","matched (3)",56,0,3.476191,3.466667,3.583333,"New Bedford","MA","","Brookline","MA","","92.67",0,0,"8. White",,1130
"1","UND","matched (3)",18,"master only (1)",3.488889,3.729167,3.46875,"Skokie","IL","","Chicago","IL","","90.95",0,0,"8. White",30,1360
"2","SHA","matched (3)",0,0,3.755556,3.777778,3.69697,"West Hempstead","NY","","Hewlett Bay Park","NY","","94.00",0,0,"8. White",,1160
"1","UND","matched (3)",0,0,3.695712,3.435897,3.425287,"Lawrence","NY","","Cedarhurst","NY","","88.88",0,0,"8. White",,
"1","POL","matched (3)",0,"master only (1)",3.764444,3.282051,3.528736,"Long Beach","NY","","Cedarhurst","NY","","84.63",0,0,"8. White",,1320
"2","JUD","matched (3)",0,0,3.207207,3.166667,2.592592,"Merrick","NY","","Uniondale","NY","","85.65",0,0,"8. White",,1130
"2","EDU","master only (1)",18,"master only (1)",3.742424,3.897436,3.910256,"Belle Mead","NJ","","South River","NJ","","98.46",0,0,"8. White",,1380
"1","UND","matched (3)",29,"master only (1)",3.345833,3.125,3.125,"Long Branch","NJ","","Ocean","NJ","","83.15",0,0,"8. White",,1230
"1","BUS","matched (3)",0,0,3.514493,3.711111,3.655555,"New Rochelle","NY","","Mamaroneck","NY","","88.49",0,0,"8. White",,1190
"1","HIS","master only (1)",0,"master only (1)",2.228395,2.138889,2.138889,"Woodmere","NY","","","","","",0,0,"8. White",,
"1","PSY","matched (3)",18,0,2.620424,3.333333,3.478788,"Teaneck","NJ","","New York","NY","","78.4",0,0,"8. White",,1140
"1","UND","master only (1)",0,0,1.706349,2.897436,1.705128,"Suffern","NY","","Teaneck","NJ","","83",0,0,"2. Unknown",,1040
"2","BUS","matched (3)",0,"master only (1)",3.908163,3.777778,3.848485,"Englewood","NJ","","Elizabeth","NJ","","93.76",1,0,"8. White",,1270
"2","UND","matched (3)",18,0,3.355072,3.083333,3.436782,"Los Angeles","CA","","Los Angeles","CA","","91.80",0,0,"8. White",,1050
"1","COM","matched (3)",98,"master only (1)",3.376812,3.5,3.471264,"Dunwoody","GA","","Atlanta","GA","","80.86",0,0,"3. Hispanic",,1070
"2","HIS","matched (3)",59,0,3.732087,3.883333,3.808333,"Los Angeles","CA","","Los Angeles","CA","","95.00",0,0,"8. White",,1450
"1","PRE","matched (3)",56,0,3.004975,2.941176,3.020202,"Spring Valley","NY","","Monsey","NY","","82.4",0,0,"8. White",,1200
"2","BUS","matched (3)",0,0,3.466667,3.466667,3.466667,"Sacramento","CA","","","","","85.27",0,0,"8. White",,1150
"2","EDU","matched (3)",0,"master only (1)",3.460145,3.833333,3.692308,"Los Angeles","CA","","Los Angeles","CA","","93.24",0,0,"8. White",14,770
"2","UND","matched (3)",59,0,3.854785,3.877193,3.763158,"Nepean","ON","CANADA","Foreign City","","Unknown Nation","93",0,0,"1. Non Resident Alien",,1280
"2","BUS","master only (1)",0,0,3.066667,2.933333,3.066667,"Southfield","MI","","Southfield","MI","","88.54",0,0,"8. White",,1080
"1","BUS","matched (3)",76,"master only (1)",3.386973,3.72549,3.733333,"Thornhill","ON","CANADA","","","","A",0,0,"8. White",,1190
"1","COM","master only (1)",30,0,2.752381,2.75,2.75,"Marrakech","","MOROCCO","","","","",0,0,"1. Non Resident Alien",,
"2","UND","matched (3)",0,0,3.314103,3.404762,3.436782,"Houston","TX","","","","","90.22",0,0,"8. White",,1090
"2","COM","matched (3)",9,0,3.978723,4,4,"Highland Park","NJ","","Elizabeth","NJ","","97.07",0,0,"8. White",,1470
"1","BUS","master only (1)",83,0,3.358209,3.380952,3.277778,"Franklin Square","NY","","Forest Hills","NY","","95.0",0,0,"8. White",,1290
"1","UND","master only (1)",0,0,3.149425,3.571429,3.149425,"Woodmere","NY","","Cedarhurst","NY","","82.0",0,0,"8. White",,1320
"2","UND","matched (3)",58,0,3.630872,3.333333,3.597701,"Brooklyn","NY","","Brooklyn","NY","","89.00",0,0,"8. White",,1380
